X (m),Y (m),Z (m),Dx
-0.002296463,0.103385257,0.180729799,0.000391515
-0.002296832,0.033413298,0.380709638,0.0002822
-0.00230497,0.010076961,0.16376491,0.000728166
-0.002321921,0.003103266,0.16359824,0.00055905
-0.002335049,0.047002987,0.165651716,0.000188909
-0.002341516,0.041213215,0.380673768,0.000266476
-0.002350363,0.017840869,0.16384821,0.000730373
-0.002371699,0.087745567,0.39481218,0.000673251
-0.002382733,0.087797274,0.383884018,0.000363099
-0.00239936,0.033379544,0.417427139,0.000693044
-0.002410983,0.050877634,0.165635604,0.000187591
-0.002424572,0.004316876,0.18498365,0.000117151
-0.002436728,0.113060166,0.177925871,0.000118455
-0.002439253,0.001185045,0.184973581,6.61E-05
-0.002442628,0.025621755,0.163834676,0.000730449
-0.002445236,0.113104198,0.180060875,0.000103589
-0.00245389,0.095522118,0.388399734,0.000535732
-0.00245887,0.012062948,0.185005966,0.000106384
-0.002477969,0.079980762,0.402185923,0.000706509
-0.002482915,0.008197026,0.185064857,0.000111872
-0.00248839,0.064448297,0.409798513,0.00070404
-0.002497698,0.087788855,0.170568646,0.000655695
-0.002511806,0.049023672,0.380738935,0.000280602
-0.002520402,0.041150629,0.417423745,0.000693486
-0.002531889,0.033399609,0.163867526,0.000735066
-0.002557729,0.056744383,0.18422497,0.000385832
-0.002560001,0.109157964,0.175205471,0.000141016
-0.002580764,0.001163596,0.423128273,0.000103289
-0.002588934,0.116946821,0.178106316,0.000115909
-0.002589605,0.004265232,0.42312968,0.000172593
-0.00259995,0.116984256,0.180179974,9.66E-05
-0.002639994,0.109212056,0.181784772,8.87E-05
-0.002657859,0.048917588,0.417419294,0.000694812
-0.002662183,0.095509446,0.394789985,0.00067806
-0.002680953,0.056834995,0.380770208,0.000291223
-0.002694598,0.113046444,0.175393542,0.000143099
-0.002704106,0.095562307,0.383732936,0.000368056
-0.002706894,0.072213104,0.409795686,0.00070508
-0.002741719,0.087742341,0.402183897,0.00070656
-0.002764178,0.095558999,0.170619687,0.000654486
-0.002764186,0.103294758,0.388342156,0.000544639
-0.002772377,0.120824017,0.178089369,0.000112548
-0.002773576,0.120836891,0.180094931,9.37E-05
-0.002793499,0.010081398,0.424958471,0.0006739
-0.002796199,0.113131485,0.181840941,8.27E-05
-0.002796915,0.064554184,0.184356296,0.000373395
-0.002815465,0.064580387,0.380699654,0.000287924
-0.002825804,0.056681498,0.417419564,0.000696049
-0.002837687,0.017846682,0.424917444,0.000668031
-0.00284733,0.116928884,0.175538453,0.000147586
-0.002894143,0.072346776,0.18426171,0.000357049
